FoodID,FoodTypeID,HealthScoreID,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
6190,3,3,383.0,14.9,6.38,66.0,14.9,2.13,21.0
6191,2,4,412.0,11.8,5.88,76.5,8.8,11.8,0.0
6192,3,2,371.0,8.57,2.86,77.1,5.7,0.0,0.0
6193,2,3,367.0,16.7,5.0,66.7,20.0,3.33,0.0
6194,4,3,341.0,27.3,2.27,56.8,29.5,4.55,11.0
6195,2,4,375.0,12.5,3.12,78.1,6.2,6.25,219.0
6196,2,3,333.0,20.0,0.0,73.3,13.3,0.0,0.0
6197,2,1,238.0,7.14,2.38,52.4,4.8,7.14,202.0
6198,2,2,316.0,10.5,2.63,65.8,7.9,5.26,605.0
6199,2,2,351.0,10.8,1.35,73.0,5.4,10.8,703.0
6200,2,3,375.0,18.8,0.0,75.0,12.5,0.0,0.0
6201,2,3,388.0,12.2,2.04,77.6,12.2,4.08,10.0
6202,2,3,400.0,13.3,3.33,73.3,6.7,0.0,0.0
6203,2,2,344.0,0.0,0.0,87.5,3.1,0.0,0.0
6204,9,2,106.0,15.0,5.31,0.0,0.0,0.0,257.0
6205,9,2,89.0,18.8,1.34,0.0,0.0,0.0,80.0
6205,9,2,106.0,15.0,5.31,0.0,0.0,0.0,257.0
6206,7,2,504.0,10.4,37.2,44.4,4.0,7.2,0.0
6207,8,3,840.0,20.0,44.0,80.0,8.0,4.0,52.0
6208,2,2,194.0,8.33,9.44,22.2,5.6,2.78,450.0
6209,2,2,342.0,10.5,15.8,36.8,0.0,0.0,395.0
6210,2,2,111.0,3.56,4.0,16.0,4.4,0.89,311.0
6211,2,2,95.0,2.86,2.86,14.3,3.3,1.43,305.0
6212,2,2,211.0,7.04,10.6,21.1,7.0,3.52,299.0
6212,2,2,250.0,7.14,17.9,14.3,3.6,3.57,482.0
6213,2,2,214.0,3.57,16.1,10.7,3.6,3.57,464.0
6214,2,2,229.0,11.4,5.71,32.4,3.8,0.95,514.0
6215,3,1,216.0,10.6,5.31,29.2,2.7,0.88,397.0
6216,4,2,27.0,1.54,0.0,4.62,3.1,0.77,323.0
6216,4,2,35.0,2.31,0.0,6.92,3.1,3.08,288.0
6216,4,2,45.0,3.0,0.65,9.0,5.0,1.0,289.0
6216,2,2,500.0,0.0,50.0,0.0,100.0,0.0,500.0
6217,4,2,27.0,1.54,0.0,4.62,3.1,0.77,323.0
6217,2,2,83.0,3.33,6.67,3.33,3.3,0.0,300.0
6217,2,1,71.0,1.79,3.57,10.7,7.1,0.0,286.0
6217,4,2,50.0,3.75,0.0,10.0,5.0,1.25,94.0
6217,4,2,35.0,2.31,0.0,6.92,3.1,0.0,292.0
6217,2,1,89.0,3.57,7.14,7.14,3.6,3.57,339.0
6217,4,2,19.0,1.54,0.0,3.08,3.8,2.31,299.0
6217,4,2,36.0,0.0,0.0,7.14,3.6,3.57,411.0
6217,2,2,89.0,3.57,7.14,7.14,3.6,0.78,429.0
6217,2,2,500.0,0.0,50.0,0.0,100.0,0.0,500.0
6217,4,2,58.0,2.92,0.42,11.2,5.8,0.0,296.0
6217,4,2,35.0,0.0,0.0,5.88,3.5,1.18,365.0
6217,4,2,35.0,2.35,0.0,8.24,3.5,0.0,65.0
6217,4,2,25.0,1.67,0.0,6.67,4.2,1.67,300.0
6217,4,2,23.0,1.54,0.0,4.62,3.8,0.0,338.0
6218,2,2,150.0,3.33,10.0,10.0,3.3,0.0,167.0
6219,2,2,36.0,3.57,0.0,7.14,3.6,0.78,393.0
6220,2,2,125.0,0.0,10.7,7.14,3.6,0.0,429.0
6221,4,2,53.0,2.35,0.0,11.8,5.9,0.0,59.0
6222,4,2,25.0,1.67,0.0,6.67,4.2,1.67,300.0
6223,4,2,50.0,3.33,0.0,10.0,3.3,0.0,400.0
6224,4,2,19.0,1.54,0.0,4.62,3.8,0.0,338.0
6225,4,2,33.0,3.33,0.0,6.67,3.3,0.0,283.0
6226,2,2,286.0,7.14,17.9,21.4,7.1,3.57,429.0
6227,2,2,214.0,7.14,12.5,17.9,3.6,3.57,411.0
6228,2,2,321.0,3.57,32.1,7.14,3.6,0.0,429.0
6229,4,2,36.0,1.59,0.0,7.14,5.6,0.79,302.0
6230,4,2,47.0,2.35,0.0,9.41,4.7,1.18,47.0
6230,4,2,35.0,2.35,0.0,7.06,3.5,3.53,59.0
6230,2,2,500.0,0.0,50.0,0.0,100.0,0.0,500.0
6231,3,3,368.0,14.0,1.75,73.7,5.3,3.52,26.0
6232,2,1,100.0,1.67,6.67,10.0,3.3,1.67,500.0
6233,2,1,250.0,7.14,14.3,17.9,3.6,3.57,375.0
6234,2,2,161.0,3.57,8.93,14.3,3.6,3.57,446.0
6234,2,2,161.0,3.57,8.93,14.3,3.6,0.78,446.0
6235,2,2,161.0,3.57,8.93,14.3,3.6,0.0,446.0
6214,2,2,242.0,11.6,6.32,35.8,3.2,0.0,589.0
6236,2,1,132.0,2.64,6.61,15.9,3.5,1.76,163.0
6237,5,2,150.0,20.0,5.71,5.0,0.7,0.71,350.0
6238,2,1,172.0,3.45,13.8,10.3,3.4,0.0,379.0
6239,3,2,147.0,3.17,6.75,19.0,3.2,0.0,250.0
6240,7,2,154.0,6.59,8.79,12.1,3.3,1.1,341.0
6241,5,2,162.0,16.2,7.75,7.04,0.7,1.41,366.0
6242,5,2,164.0,16.4,8.57,5.71,0.7,1.43,386.0
6243,1,2,50.0,3.33,0.0,10.8,5.0,0.83,96.0
6243,4,2,50.0,3.33,0.0,10.8,5.0,0.83,96.0
6243,2,1,117.0,0.0,10.0,6.67,3.3,3.33,417.0
6244,4,2,16.0,3.0,0.0,5.0,4.0,1.0,97.0
6245,3,2,355.0,12.8,1.22,71.6,5.9,5.24,321.0
6246,2,3,286.0,17.9,14.3,21.4,10.7,3.57,411.0
6247,7,2,286.0,10.7,25.0,10.7,0.0,0.0,375.0
6248,2,2,427.0,10.0,13.3,63.3,3.3,1.67,2.0
6249,2,2,367.0,3.33,1.67,83.3,6.7,0.0,17.0
6250,2,2,455.0,10.9,20.0,56.4,7.3,21.8,200.0
6251,3,2,275.0,7.84,2.94,56.9,5.9,3.92,490.0
6252,3,2,480.0,12.0,28.0,48.0,8.0,0.0,800.0
6253,3,2,304.0,10.7,3.57,58.9,7.1,5.36,518.0
6254,2,3,278.0,11.1,8.89,44.4,4.4,6.67,402.0
6255,7,1,226.0,11.0,7.53,28.1,2.1,2.05,336.0
6256,2,2,273.0,2.6,7.79,50.6,6.5,2.6,416.0
6257,2,2,400.0,12.0,4.0,76.0,4.0,0.0,560.0
6258,2,2,321.0,7.14,10.7,50.0,3.6,7.14,357.0
6259,2,2,321.0,7.14,10.7,50.0,3.6,7.14,357.0
6260,3,2,378.0,14.4,4.0,70.4,1.6,1.6,82.0
6261,3,2,196.0,7.14,5.36,32.1,5.4,0.0,500.0
6262,3,2,278.0,11.1,5.56,55.6,0.0,5.56,472.0
6263,3,1,278.0,11.1,5.56,55.6,0.0,5.56,500.0
6264,3,2,233.0,14.0,3.49,44.2,7.0,2.33,698.0
6264,3,2,214.0,7.14,5.36,32.1,5.4,0.0,482.0
6265,3,2,233.0,14.0,2.33,44.2,7.0,2.33,674.0
6266,2,2,360.0,12.0,0.0,72.0,12.0,4.0,960.0
6267,2,2,256.0,11.6,1.16,46.5,4.7,2.33,535.0
6268,8,2,429.0,7.14,5.36,78.6,3.6,0.0,161.0
6269,2,2,400.0,13.3,10.0,66.7,3.3,10.0,1500.0
6270,2,2,246.0,8.77,6.14,40.4,3.5,1.8,474.0
6271,3,3,375.0,14.3,1.79,73.2,3.6,3.57,0.0
6272,3,2,350.0,12.0,0.25,74.0,3.0,3.9,0.0
6273,3,3,375.0,14.3,1.79,73.2,3.6,3.57,0.0
6274,3,2,358.0,12.0,0.55,76.4,0.2,0.4,35.0
6275,8,2,464.0,10.7,21.4,57.1,10.7,0.0,893.0
6276,2,2,294.0,10.6,3.53,51.8,2.4,1.2,271.0
6277,2,2,276.0,10.5,2.63,52.6,2.6,1.3,289.0
6278,3,2,304.0,10.7,5.36,57.1,8.9,1.79,768.0
6279,2,2,302.0,4.72,2.36,68.9,17.0,2.83,198.0
6280,3,2,256.0,9.3,1.16,55.8,4.7,4.65,442.0
6281,5,2,260.0,26.0,12.0,13.0,4.0,6.0,540.0
6282,8,2,536.0,7.14,32.1,57.1,3.6,3.57,500.0
6283,8,2,536.0,7.14,35.7,53.6,3.6,3.57,482.0
6284,2,2,253.0,7.59,1.9,45.6,3.8,1.27,380.0
6285,3,3,263.0,10.5,2.63,52.6,5.3,7.9,474.0
6286,2,2,260.0,4.0,3.0,52.0,6.0,4.0,480.0
6287,2,2,272.0,11.1,1.85,53.1,1.2,2.5,494.0
6288,2,2,267.0,4.0,4.0,53.3,8.0,5.3,400.0
6289,2,3,250.0,10.4,2.08,45.8,4.2,4.17,479.0
6290,3,2,433.0,13.3,11.7,66.7,3.3,0.0,700.0
6291,5,2,239.0,6.19,10.6,29.2,6.2,0.0,416.0
6292,3,2,228.0,8.77,0.88,49.1,3.5,8.77,333.0
6293,2,2,467.0,13.3,20.0,60.0,6.7,0.0,867.0
6294,3,3,357.0,12.5,0.0,73.2,3.6,3.57,2.0
6295,3,2,467.0,13.3,13.3,66.7,6.7,0.0,733.0
6296,2,2,467.0,13.3,13.3,66.7,6.7,0.0,733.0
6297,3,2,195.0,7.08,0.44,44.2,4.4,1.77,292.0
6297,3,2,370.0,15.2,3.26,71.7,2.2,4.35,33.0
6297,3,2,375.0,12.5,0.89,76.8,1.8,3.57,0.0
6297,3,2,212.0,7.08,0.44,47.8,4.4,1.77,310.0
6298,3,3,357.0,12.5,1.79,78.6,3.6,3.57,0.0
6299,3,3,368.0,12.3,0.88,73.7,3.5,1.75,0.0
6300,3,3,339.0,10.7,1.79,69.6,3.6,0.0,0.0
6301,3,2,254.0,11.9,7.14,38.1,0.8,0.0,175.0
6302,2,2,273.0,14.1,6.25,43.8,1.6,0.0,273.0
6303,3,3,357.0,12.5,1.79,69.6,3.6,1.79,0.0
6304,8,1,286.0,10.7,21.4,17.9,10.7,3.57,607.0
6305,2,1,120.0,7.33,2.67,19.3,4.0,0.0,83.0
6306,2,2,429.0,0.0,0.0,85.7,28.6,0.0,0.0
6307,2,2,400.0,0.0,33.3,66.7,33.3,0.0,0.0
6308,5,2,188.0,17.6,11.8,3.53,0.0,0.0,459.0
6309,2,2,258.0,10.2,2.73,48.4,1.6,3.12,484.0
6310,2,2,256.0,10.4,2.8,48.8,1.6,3.2,488.0
6310,2,2,282.0,12.7,3.18,50.9,3.6,5.45,618.0
6311,7,2,429.0,35.7,14.3,42.9,3.6,3.57,1040.0
6312,7,2,433.0,10.0,11.7,73.3,3.3,3.33,350.0
6313,3,2,402.0,18.2,8.08,64.6,0.0,0.0,246.0
6314,2,2,188.0,12.4,8.25,14.7,0.3,1.29,392.0
6315,2,3,96.0,10.4,2.22,7.41,4.4,0.74,15.0
6316,3,2,433.0,13.3,20.0,50.0,3.3,3.33,700.0
6317,2,2,146.0,5.38,1.54,25.4,5.4,10.8,346.0
6318,5,2,179.0,11.4,6.43,19.3,0.7,7.14,479.0
6319,3,2,438.0,12.5,18.8,56.2,3.1,6.25,781.0
6320,3,2,462.0,11.5,19.2,61.5,3.8,3.8,615.0
6321,8,2,500.0,17.9,28.6,53.6,7.1,10.7,571.0
6322,8,2,433.0,13.3,16.7,63.3,6.7,3.33,967.0
6323,8,2,500.0,16.7,26.7,50.0,6.7,10.0,600.0
6324,8,3,500.0,14.3,25.0,53.6,3.6,3.6,500.0
6325,3,3,360.0,26.0,2.0,60.0,12.0,2.0,460.0
6326,3,2,433.0,6.67,6.67,83.3,3.3,3.33,300.0
6327,3,2,433.0,6.67,10.0,80.0,3.3,0.0,300.0
6328,3,2,433.0,6.67,6.67,80.0,6.7,0.0,300.0
6329,2,2,36.0,3.57,0.0,3.57,3.6,0.78,321.0
6330,9,2,205.0,20.5,10.7,4.46,0.0,3.57,312.0
6331,8,3,214.0,25.0,17.9,28.6,14.3,3.57,393.0
6332,5,2,212.0,21.2,10.6,7.06,0.0,3.53,424.0
6333,5,2,259.0,18.8,17.6,7.06,0.0,5.88,400.0
6334,2,2,268.0,17.9,1.79,44.6,8.9,1.8,786.0
6335,2,2,214.0,3.57,7.14,32.1,3.6,3.6,429.0
6336,2,2,357.0,14.3,3.57,67.9,3.6,7.1,1180.0
6337,2,2,357.0,12.5,1.79,75.0,5.4,5.36,857.0
6338,2,2,377.0,13.2,1.89,77.4,5.7,11.3,1090.0
6339,2,2,415.0,15.1,7.55,75.5,3.8,7.5,1240.0
6340,1,2,400.0,0.0,0.0,90.0,10.0,0.0,0.0
6341,2,2,161.0,35.7,0.0,85.7,3.6,10.7,821.0
6342,2,2,149.0,6.43,7.86,11.4,4.3,2.14,149.0
6343,2,2,500.0,10.7,25.0,60.7,3.6,3.57,679.0
6344,9,2,134.0,11.2,1.49,0.0,0.0,0.0,16.0
6345,3,2,464.0,14.3,28.6,46.4,7.1,3.6,750.0
6346,9,2,197.0,18.2,12.6,2.02,1.0,1.01,258.0
6347,3,2,467.0,16.7,26.7,53.3,6.7,3.3,633.0
6348,3,2,500.0,20.0,26.7,46.7,6.7,0.0,633.0
6349,3,2,500.0,16.7,33.3,43.3,6.7,3.33,600.0
6350,4,2,106.0,11.4,4.41,4.41,0.4,1.32,480.0
6351,2,2,398.0,12.3,1.75,73.7,0.0,0.0,219.0
6352,4,2,148.0,14.1,4.18,12.9,1.1,2.66,179.0
6353,2,2,93.0,4.52,1.81,16.0,3.3,0.3,214.0
6354,4,1,125.0,10.2,7.03,5.47,1.6,2.34,320.0
6355,4,2,94.0,5.88,2.35,11.8,3.5,3.53,6.0
6356,8,2,500.0,16.7,30.0,46.7,6.7,6.67,567.0
6357,8,2,433.0,13.3,16.7,60.0,3.3,6.67,800.0
6357,8,2,500.0,13.3,30.0,46.7,6.7,3.33,1000.0
6358,1,2,29.0,2.35,0.0,7.06,3.5,0.0,35.0
6359,4,2,350.0,11.7,1.67,71.7,3.3,1.7,1180.0
6360,2,2,197.0,11.3,8.45,18.3,4.2,0.0,535.0
6360,2,2,183.0,8.45,7.04,21.1,5.6,2.82,423.0
6361,2,2,164.0,11.9,5.97,17.9,4.5,4.48,746.0
6362,3,2,80.0,4.0,2.0,12.0,3.2,0.0,256.0
6363,5,2,142.0,17.7,3.54,8.85,0.0,7.08,434.0
6364,4,2,71.0,5.88,1.76,8.24,3.5,2.35,6.0
6365,2,2,167.0,10.0,4.35,16.7,10.0,0.0,400.0
6366,8,2,455.0,12.1,1.52,78.8,3.0,3.03,364.0
6367,2,1,167.0,3.33,16.7,10.0,3.3,0.0,450.0
6368,5,2,162.0,18.2,8.59,3.03,0.0,0.51,152.0
6369,5,2,120.0,20.4,3.52,1.41,0.0,0.7,225.0
6369,5,2,136.0,20.7,4.29,1.43,0.0,0.0,171.0
6370,5,2,147.0,11.8,7.35,7.94,1.2,1.76,203.0
6371,5,2,186.0,14.3,8.57,11.4,0.7,0.71,479.0
6372,5,2,144.0,11.8,7.35,7.94,1.2,0.0,203.0
6373,2,2,240.0,12.0,9.0,29.0,0.0,0.0,330.0
6373,2,2,229.0,11.4,6.67,21.2,2.9,0.0,390.0
6374,2,2,250.0,8.0,11.0,32.0,4.0,0.0,470.0
6375,2,2,224.0,10.3,10.3,31.8,5.6,1.87,402.0
6376,5,2,135.0,18.9,10.3,2.7,0.5,0.0,416.0
6377,8,1,393.0,10.7,12.5,64.3,3.6,3.57,857.0
6378,2,2,207.0,10.9,7.61,25.5,0.0,0.54,109.0
6373,2,2,229.0,11.4,6.67,29.5,1.9,0.0,410.0
6373,2,2,263.0,12.6,8.42,33.7,2.1,0.0,411.0
6379,3,3,386.0,14.0,3.51,73.7,7.0,3.51,42.0
6380,7,2,133.0,13.3,6.67,5.71,1.9,1.9,343.0
6381,4,2,341.0,22.7,34.1,22.7,22.7,0.0,909.0
6382,8,2,400.0,13.3,30.0,33.3,3.3,16.7,200.0
6383,8,1,194.0,0.0,0.0,100.0,55.6,0.0,222.0
6384,2,2,43.0,0.0,0.0,10.9,4.3,5.4,43.0
6385,1,2,233.0,0.0,0.0,91.7,75.0,0.0,0.0
6386,8,3,500.0,20.0,60.0,43.3,6.7,10.0,317.0
6387,3,2,367.0,10.0,0.0,80.0,3.3,3.33,450.0
6388,8,2,567.0,20.0,46.7,23.3,6.7,6.7,633.0
6389,5,2,353.0,11.8,0.0,70.6,5.9,0.0,2940.0
6390,2,1,214.0,7.14,14.3,17.9,7.1,0.0,482.0
6391,8,2,429.0,14.3,14.3,67.9,10.7,0.0,607.0
6392,2,3,390.0,17.1,14.6,61.0,7.3,0.0,0.0
6393,8,2,536.0,25.0,35.7,28.6,7.1,10.7,89.0
6394,2,2,145.0,8.2,10.7,4.0,80.1,0.0,130.0
6395,9,2,80.0,17.7,0.88,0.0,0.0,0.0,54.0
6396,9,2,82.0,18.0,1.0,0.0,0.0,0.0,54.0
6397,9,2,88.0,19.5,1.77,18.6,0.0,0.0,142.0
6398,9,2,212.0,15.9,10.6,14.2,0.9,12.4,319.0
6398,9,2,204.0,20.4,13.4,0.0,0.0,0.0,60.0
6398,9,2,218.0,19.7,15.5,0.0,0.0,0.0,42.0
6398,9,2,212.0,20.4,13.3,0.0,0.0,0.0,58.0
6398,9,2,208.0,20.4,13.3,0.0,0.0,0.0,59.0
6398,9,2,168.0,18.6,10.6,0.0,0.0,0.0,124.0
6398,9,2,224.0,20.0,15.9,0.0,0.0,0.0,47.0
6398,9,2,221.0,20.4,15.9,0.0,0.0,0.0,44.0
6398,9,2,159.0,20.6,8.24,0.0,0.0,0.0,41.0
6398,9,2,223.0,20.5,16.1,0.0,0.0,0.0,98.0
6398,9,2,229.0,19.4,13.5,0.0,2.4,0.59,153.0
6398,9,2,183.0,19.7,10.6,0.0,0.0,0.0,60.0
6399,9,2,218.0,20.4,13.4,0.7,0.0,0.7,310.0
6400,9,2,243.0,20.4,16.2,3.52,0.0,2.82,208.0
6401,2,2,156.0,22.3,7.14,0.0,0.0,0.0,250.0
6402,2,2,239.0,16.2,16.9,4.93,0.0,0.7,338.0
6402,9,2,282.0,15.3,21.2,0.0,0.0,1.18,224.0
6403,2,2,188.0,18.8,9.41,5.88,0.0,2.4,465.0
6404,9,2,208.0,20.0,12.9,0.0,0.0,0.0,59.0
6404,9,2,212.0,20.4,13.3,0.0,0.0,0.0,58.0
6404,9,2,211.0,20.4,13.4,0.0,0.0,0.0,60.0
6405,9,2,204.0,20.4,13.3,0.0,0.0,0.0,62.0
6406,9,2,212.0,19.1,14.8,0.87,0.0,0.87,257.0
6407,9,2,212.0,19.1,14.8,0.87,0.0,0.87,254.0
6408,9,2,116.0,14.3,4.46,2.68,0.0,1.79,179.0
6409,9,2,176.0,16.9,12.0,2.11,0.0,0.7,225.0
6409,9,2,238.0,28.6,11.9,0.0,0.0,0.0,65.0
6409,9,2,184.0,20.8,11.2,0.0,0.8,0.0,80.0
6409,9,2,212.0,20.4,13.3,0.0,0.0,0.0,58.0
6410,9,2,385.0,13.2,36.8,0.0,0.0,0.0,358.0
6411,9,2,170.0,12.3,9.43,10.4,0.0,8.49,434.0
6412,9,2,273.0,17.2,22.7,0.78,0.8,0.78,422.0
6413,9,2,202.0,21.0,13.2,0.0,0.0,0.0,272.0
6414,9,1,88.0,10.6,3.1,3.54,0.9,1.77,24.0
6415,9,2,212.0,22.4,14.1,0.0,0.0,0.0,93.85
6416,9,2,204.0,20.4,13.4,0.0,0.0,0.0,60.0
6417,9,2,232.0,19.0,16.2,2.11,0.0,0.0,345.0
6418,9,2,211.0,16.2,14.1,4.23,0.0,2.82,401.0
6419,9,2,261.0,11.3,17.6,14.8,0.7,1.41,317.0
6420,9,2,182.0,14.7,12.4,3.53,0.6,1.18,153.0
6421,2,2,162.0,12.7,9.15,7.04,0.7,0.7,268.0
6422,9,2,241.0,11.8,15.9,12.4,0.6,1.76,400.0
6423,9,2,124.0,30.1,3.54,0.88,0.0,0.0,44.0
6423,9,2,195.0,19.5,12.4,1.77,0.0,0.9,336.0
6424,9,2,221.0,20.4,15.9,0.0,0.0,0.0,44.0
6425,9,2,232.0,19.0,16.2,0.0,0.0,0.0,85.0
6426,9,2,212.0,20.0,12.9,0.0,0.0,0.0,59.0
6426,9,2,206.0,20.6,13.5,0.0,0.0,0.0,59.0
6427,9,2,188.0,20.5,11.6,0.0,0.0,0.0,89.0
6428,9,2,180.0,17.2,10.9,5.47,0.8,4.7,148.0
6429,9,2,187.0,19.6,11.4,0.0,0.0,0.0,22.0
6430,9,2,208.0,20.0,13.0,0.0,0.0,0.0,59.0
6431,9,2,221.0,20.4,15.0,1.77,0.0,0.0,53.0
6431,9,2,195.0,20.4,12.4,0.0,0.0,0.0,40.0
6432,9,2,223.0,20.5,16.1,0.0,0.0,0.0,98.0
6433,9,2,223.0,20.5,16.1,0.0,0.0,0.0,98.0
6434,9,2,190.0,19.7,12.0,0.0,0.0,0.0,122.0
6435,9,2,246.0,17.6,19.0,2.11,0.0,0.7,359.0
6436,9,2,218.0,19.7,14.1,1.41,0.0,1.41,282.0
6437,2,2,195.0,20.4,11.5,0.88,0.0,0.0,398.0
6438,9,2,225.0,19.7,13.4,4.93,0.0,3.5,380.0
6439,9,2,190.0,18.3,12.0,1.41,0.0,1.41,190.0
6440,9,2,209.0,21.8,11.8,1.82,0.0,0.0,427.0
6441,9,2,235.0,17.1,15.9,6.47,0.0,1.2,335.0
6442,7,2,229.0,19.4,13.5,7.06,2.4,0.59,153.0
6443,9,2,183.0,19.7,10.6,0.0,0.0,0.0,165.0
6444,9,2,211.0,20.4,13.4,0.0,0.0,0.0,127.0
6445,9,2,188.0,16.5,12.4,0.0,0.6,1.18,247.0
6446,9,2,205.0,19.9,13.0,2.05,0.7,0.0,171.0
6447,7,2,188.0,16.5,12.4,1.76,0.6,1.18,247.0
6448,9,2,211.0,18.3,12.7,4.93,0.0,2.82,352.0
6449,9,2,218.0,20.0,15.3,0.0,0.0,0.0,41.0
6450,9,2,215.0,19.7,13.4,2.11,0.0,2.11,134.0
6451,9,2,211.0,17.6,14.1,3.52,0.0,0.7,268.0
6452,9,2,197.0,16.9,12.7,4.23,0.0,2.1,155.0
6453,9,2,88.0,17.7,1.77,0.0,0.0,0.0,292.0
6454,9,2,88.0,17.7,1.77,0.0,0.0,0.0,292.0
6455,9,2,88.0,17.7,1.77,0.0,0.0,0.0,292.0
6456,9,2,88.0,17.7,1.77,0.0,0.0,0.0,292.0
6457,9,2,88.0,17.7,1.77,0.0,0.0,0.0,292.0
6458,9,2,80.0,19.6,0.45,0.89,0.0,0.0,121.0
6459,2,2,179.0,40.2,1.96,0.0,0.0,0.0,427.0
6460,5,2,150.0,19.3,6.43,2.86,0.0,2.86,371.0
6461,3,1,264.0,9.43,0.94,58.5,3.8,13.2,491.0
6462,3,2,262.0,9.23,3.08,52.3,4.6,1.54,446.0
6463,2,1,105.0,3.51,7.02,8.77,3.5,3.51,263.0
6464,3,3,269.0,11.5,3.85,50.0,3.8,7.69,481.0
6465,2,2,351.0,8.3,2.01,78.1,3.9,1.0,2.0
6466,3,2,351.0,8.11,1.35,78.4,5.4,0.0,0.0
6467,3,2,351.0,8.11,1.35,78.4,5.4,0.0,0.0
6468,2,2,351.0,8.11,1.35,78.4,5.4,0.78,0.0
6469,2,2,316.0,10.2,1.74,69.4,5.9,11.2,1520.0
6470,2,2,347.0,7.71,1.67,79.0,4.2,0.95,3.0
6471,3,3,289.0,11.1,4.44,51.1,4.4,6.67,444.0
6472,2,2,275.0,10.0,2.5,52.5,5.0,5.0,475.0
6473,3,2,250.0,10.0,3.75,50.0,5.0,10.0,500.0
6474,3,2,244.0,8.89,4.44,48.9,9.0,6.67,356.0
6475,3,2,263.0,8.77,3.51,50.9,3.5,5.26,456.0
6476,3,2,225.0,10.0,2.5,45.0,7.5,7.5,450.0
6477,8,3,500.0,13.3,33.3,40.0,6.7,6.7,0.0
6478,8,2,533.0,13.3,33.3,46.7,6.7,3.33,967.0
6479,8,2,500.0,15.0,32.5,45.0,7.5,32.5,125.0
6480,8,2,442.0,12.5,22.5,57.5,5.0,35.0,38.0
6481,2,3,433.0,13.3,26.7,46.7,10.0,13.3,100.0
6482,8,2,571.0,17.9,46.4,32.1,3.6,3.57,321.0
6483,8,2,607.0,17.9,46.4,25.0,14.3,7.14,679.0
6484,8,2,607.0,17.9,50.0,21.4,14.3,3.57,571.0
6485,8,2,500.0,10.7,32.1,46.4,7.1,32.1,89.0
6486,8,2,575.0,21.4,46.4,28.6,10.7,7.14,411.0
6487,8,2,529.0,21.4,35.7,39.3,7.1,0.0,761.0
6488,9,2,80.0,20.4,0.88,0.0,0.0,0.0,35.0
6489,2,2,180.0,20.0,10.0,0.0,0.0,0.0,460.0
6490,2,2,216.0,3.92,1.96,43.1,3.9,0.0,29.0
6491,5,2,255.0,7.27,12.7,27.3,5.5,0.0,382.0
6492,2,2,160.0,2.0,14.0,8.0,6.0,0.0,400.0
6492,2,2,160.0,2.0,14.0,8.0,6.0,0.0,220.0
6493,8,2,429.0,10.7,16.1,64.3,3.6,3.57,893.0
6494,2,2,438.0,12.5,18.8,62.5,6.2,0.0,1000.0
6495,2,2,500.0,12.5,21.9,62.5,6.2,0.0,938.0
6496,2,2,500.0,12.5,18.8,62.5,6.2,0.0,562.0
6497,3,2,339.0,12.5,1.79,69.6,8.9,1.79,1700.0
6498,2,2,92.0,5.38,0.77,16.2,4.6,0.0,354.0
6499,2,2,100.0,5.38,1.15,16.9,3.8,0.77,238.0
6500,2,2,320.0,10.0,7.0,52.0,4.0,10.0,420.0
6501,2,2,340.0,10.0,8.0,56.0,4.0,12.0,340.0
6502,2,2,300.0,10.0,5.0,50.0,5.0,7.5,500.0
6503,2,2,300.0,10.0,5.0,50.0,5.0,7.5,500.0
6504,7,2,500.0,14.3,28.6,50.0,7.1,7.14,893.0
6505,7,1,199.0,10.3,8.09,21.3,0.7,0.74,228.0
6506,7,2,321.0,11.6,11.6,42.0,2.7,1.79,402.0
6507,2,3,333.0,131.0,2.22,75.6,13.3,0.78,122.0
6508,3,2,429.0,10.7,16.1,64.3,3.6,7.14,679.0
6509,2,2,167.0,3.33,13.3,10.0,6.7,0.0,417.0
6510,2,3,333.0,13.3,2.22,75.6,13.3,0.0,22.0
6511,2,2,322.0,11.1,8.89,55.6,2.2,6.7,467.0
6512,2,2,297.0,7.81,6.25,51.6,3.1,9.4,359.0
6513,2,3,364.0,12.7,1.82,70.9,3.6,3.64,18.0
6514,2,3,364.0,12.7,2.73,70.9,3.6,3.64,18.0
6515,2,3,364.0,12.7,2.73,70.9,3.6,3.64,18.0
6516,2,3,364.0,12.7,1.82,70.9,3.6,3.64,18.0
6517,2,2,164.0,0.0,14.3,10.7,3.6,0.0,482.0
6518,2,2,329.0,7.14,28.6,14.3,7.1,0.0,393.0
6519,2,2,211.0,7.14,16.1,10.7,3.6,3.57,446.0
6520,2,1,175.0,1.75,15.8,8.77,7.0,1.75,465.0
6520,2,1,123.0,1.75,10.5,7.02,5.3,1.75,202.0
6520,2,2,150.0,3.33,13.3,6.67,3.3,0.0,400.0
6521,2,1,175.0,1.75,15.8,8.77,7.0,1.75,465.0
6522,2,2,167.0,0.0,15.0,10.0,6.7,3.3,400.0
6523,7,2,212.0,8.85,10.6,20.4,5.3,2.65,292.0
6524,2,2,400.0,14.0,5.0,76.0,2.0,0.0,30.0
6525,2,2,400.0,14.0,5.0,76.0,2.0,0.0,30.0
6526,2,2,400.0,14.0,5.0,76.0,2.0,0.0,30.0
6527,2,2,393.0,14.3,5.36,76.8,1.8,0.0,27.0
6528,2,2,400.0,14.0,5.0,76.0,2.0,0.0,30.0
